X,Y,OBJECTID,FACILITY_STATUS,STATUS_NOTE,NAME,CAD_NAME,AKA,TYPE,UNIT,CDF_UNIT,COUNTY,OWNER,FUNDING,STAFFING,ADDRESS,CITY,ZIP,PHONE_NUM,LAT,LON
-13015697.9012,3839489.2172,1180,Active,,San Diego County Fire Otay #22,SDF Otay ST#22,Station 22,FSA,SDU,SDU,San Diego,COUNTY,A,P,446 Alta Road,San Diego,92154,619-661-2820,32.57849232,-116.92199173
-13002124.9497,3895419.7418,1181,Active,,Ramona Fire Department #81,RAM Ramona ST#81,Station 81,FSA,SDU,SDU,San Diego,DISTRICT OTHER,A,P,24462 San Vicente Road,Ramona,92065,760-788-2229,33.00086745,-116.80006382
-13014141.5303,3896842.5198,1182,Active,,Ramona Fire Department #82,RAM Ramona ST#82,Station #82,FSA,SDU,SDU,San Diego,DISTRICT OTHER,A,C,3410 Dye Road,Ramona,92065,760-788-2269,33.01158577,-116.90801059
-13009355.4493,3900194.7469,1183,Active,,Ramona Fire Department #80,RAM Ramona,Station #80,FSA,SDU,SDU,San Diego,DISTRICT OTHER,A,C,829 San Vicente Road,Ramona,92065,760-788-2222,33.03683419,-116.86501649
-12998626.0756,3905039.9493,1184,Active,,San Diego County Fire Intermountain #85,SDF Intermountain #85,Station #85,FSA,SDU,SDU,San Diego,COUNTY,A,P,25858 Highway 78,Ramona,92065,760-789-3710,33.07331468,-116.7686329
-12978283.984,3894299.365,1185,Active,,Julian- Cuyamaca FPD,JVF Cuyamca ST#57,Station #57,FSL,SDU,SDU,San Diego,FIRE DISTRICT,L,V,34560 Engineers Rd,Julian,92036,760-765-418,32.9924263,-116.58589682
-12980326.7235,3906174.7563,1186,Active,,Julian-Cuyamaca FPD #56,Julian ST#56,Station #56,FSA,SDU,SDU,San Diego,COUNTY,L,P,3407 Hwy 79,Julian,92036,760-765-1510,33.08185667,-116.60424705
-12961843.8562,3905569.3203,1187,Active,,San Diego County Fire Shelter Valley #53,SDF Shelter Valley ST#53,Station #53,FSL,SDU,SDU,San Diego,COUNTY,L,V,7241 Hardscramble Rd,Sheleter Valley,92004,760-765-2893,33.07729948,-116.43821266
-12971604.8189,3923304.9921,1188,Active,,San Diego County Fire Ranchita #58,SDF Ranchita ST#58,Station #58,FSL,SDU,SDU,San Diego,COUNTY,L,V,37370 Montezuma,Rancita,92025,760-782-3467,33.21069978,-116.52589686
-12928618.0744,3914373.043,1189,Active,,San Diego County Fire Station #54,SDF Ocotillo Wells ST#54,Station 54,FSA,SDU,SDU,San Diego,COUNTY,A,P,5997 Highway 78,Ocotillo Wells,92004,760-767-3183,33.14354273,-116.13974043
-12995358.96,3942180.092,1190,Active,,San Diego County Fire Sunshine Summit #59,SDF Sunshine Summit ST#59,Station #59,FSL,SDU,SDU,San Diego,COUNTY,L,V,35227 Highway79,Warner Springs,92086,760-782-9113,33.35244738,-116.73928389
-12984808.2401,3931641.319,1191,Active,,Warner Springs FS #52,MVU Warner Springs FS #52,Station 52,FSB,SDU,SDU,San Diego,STATE,B,P,31049 Hwy 79,Warner Springs,92086,760-782-3555,33.27333204,-116.64450518
-13009083.3085,3936859.0209,1192,Active,,San Diego County Fire Palomar #79,SDF Palomar Mountain ST#79,Station #79,FSA,SDU,SDU,San Diego,COUNTY,A,P,21610 Crestline Road,Palomar,92060,760-742-3701,33.31251069,-116.86257179
-13056173.1196,3953719.6829,1193,Decommissioned,No Longer a county volunteer facility,San Diego County Fire De Luz #18,SDF Deluz ST#18,Station #18,FSL,SDU,SDU,San Diego,COUNTY,L,V,40020 Cathy Road,Fallbrook,92028,760-728-3300,33.43899356,-117.28558668
-12954464.0021,3930081.4511,1194,Active,,Borrero Springs FPD,BGO Borrego Springs ST#91,Station 91,FSL,SDU,SDU,San Diego,FIRE DISTRICT,L,V,2334 Stirrup Road,Borrego Springs,92004,760-7675436,33.26161588,-116.3719183
-13041496.9882,3929158.6279,1195,Active,,Deer Springs FPD #11,DSF Deer Springs ST#11,Station #11,FSA,SDU,SDU,San Diego,FIRE DISTRICT,A,P,8709 Circle Drive,Escondido,92026,760-749-8001,33.25468387,-117.15374878
-13038417.2634,3921263.7369,1196,Active,,Deer Springs FPD #12,DSF Deer Springs STA#12,Station #12,FSA,SDU,SDU,San Diego,FIRE DISTRICT,A,P,1321 Deer Springs Road,San Marcos,92069,760-741-5512,33.19535668,-117.12608315
-13036623.8873,3923972.8427,1197,Active,,Deer Springs FPD #13,DSF Deer Springs ST#13,Station #13,FSA,SDU,SDU,San Diego,FIRE DISTRICT,A,P,10308 Meadow Glen Way East,Escondido,92026,760-751-0820,33.21571914,-117.10997298
-12980848.7669,3842990.7365,1198,Active,,Potrero FS #31,MVU Potrero FS,Station #31,FSB,SDU,SDU,San Diego,STATE,B,P,"25130 Hwy 94, P.O. Box 92",Potrero,91963,619-478-5544,32.60499381,-116.60893668
-12965258.665,3846202.1725,1199,Active,,Campo FS #40,MVU Campo FS,Station #40,FSB,SDU,SDU,San Diego,STATE,B,P,31577 Highway 94,Campo,91906,619-478-5516,32.62929291,-116.46888844
-12999351.1413,3848007.6423,1200,Active,,Dulzura FS Station #30,MVU Dulzura FS,Station 30,FSB,SDU,SDU,San Diego,STATE,B,P,17304 Hwy 94,Dulzura,91917,619-468-3391,32.64295099,-116.77514631
-12998202.5728,3858779.1871,1201,Active,,Lyons Valley FS #32,MVU Lyons Valley FS,Station #32,FSB,SDU,SDU,San Diego,STATE,B,P,17759 Skyline Truck Trail,Jamul,91935,619-468-3435,32.72439248,-116.76482854
-13016210.7511,3862006.4163,1202,Active,,Monte Vista FS #20,MVU Monte Vista FS #20,San Diego Ranger Unit HQ / Station 20,FSB,SDU,SDU,San Diego,STATE,B,P,2245 Jamacha Rd,El Cajon,92019,619-590-3172,32.74877846,-116.92659873
-12948398.3836,3848621.2505,1203,Temporarily Decommissioned,Unstaffed/Engine moved to Boulevard #47,White Star FS #41,MVU White Star FS,Station #41,FSB,SDU,SDU,San Diego,STATE,B,P,"1684 Tierra Del Sol Rd, Rt 1,",Boulevard,91905,619-766-4533,32.64759233,-116.31742998
-13008499.7071,3876277.9771,1204,Active,,Flinn Springs FS #21,MVU Flinn Springs FS,Station #21,FSB,SDU,SDU,San Diego,STATE,B,P,9711 Flinn Springs Road,El Cajon,92021,619-443-7121,32.85653886,-116.85732924
-12978283.7335,3894398.8473,1205,Active,,Cuyamaca FS #51,MVU Cuyamaca FS #51,Station #51,FSB,SDU,SDU,San Diego,STATE,B,P,13650 Hwy 79,Julian,92036,760-765-0085,32.99317585,-116.58589457
-13019577.4711,3896414.2475,1206,Active,,Ramona FS #86,MVU Ramona FS #86,Ramona FFS,FSB,SDU,SDU,San Diego,STATE,B,P,16310 Hwy 67,Ramona,92065,760-789-1150,33.00835957,-116.95684246
-12995668.0785,3904457.6621,1207,Active,,Witch Creek FS #87,MVU Witch Creek FS,Station #87,FSB,SDU,SDU,San Diego,STATE,B,P,"27330 Hwy 78, Star Route Box 6",Ramona,92065,760-789-1448,33.06893132,-116.74206077
-12979043.7767,3905425.3812,1208,Active,,Julian FS #50,MVU Julian FS #50,Station 50,FSB,SDU,SDU,San Diego,STATE,C,P,"1587 Hwy 78, Borrego Star Rout",Julian,92036,760-7650511,33.07621601,-116.59272215
-13033873.691,3907279.7043,1209,Active,,Del Dios FS #77,MVU Del Dios FS,Station 77,FSB,SDU,SDU,San Diego,STATE,B,P,2323 Felicita Ave,Escondido,92029,760-735-9478,33.09017314,-117.08526756
-13025321.8803,3926696.5005,1210,Active,,Valley Center FS #71,MVU Valley Center FS,Station 71,FSB,SDU,SDU,San Diego,STATE,B,P,14946 Vesper Road,Valley Center,92082,760-749-1702,33.2361862,-117.00844534
-13039573.0178,3935106.8122,1211,Active,,Miller FS #15,MVU Miller FS #15,Station 15,FSB,SDU,SDU,San Diego,STATE,B,P,9127 W. Lilac Rd,Escondido,92028,760-728-8532,33.2993557,-117.13646546
-13020107.1815,3933648.1743,1212,Active,,Rincon FS #70,MVU Rincon FS,Station 70,FSB,SDU,SDU,San Diego,STATE,B,P,16971 Hwy 76,Pauma Valley,92061,760-742-3243,33.2884032,-116.96160091
-13044870.41,3947351.0757,1213,Active,,Red Mountain FS #10,MVU Red Mountain FS #10,Station 10,FSB,SDU,SDU,San Diego,STATE,B,P,3660 E Mission Rd,Fallbrook,92028,760-728-1323,33.39124009,-117.18405273
-13060077.2546,3952241.0687,1214,Active,,De Luz FS #16,MVU De Luz FS #16,Station 16,FSB,SDU,SDU,San Diego,STATE,B,P,39431 De Luz Rd,Fallbrook,92028,760-728-2422,33.42790887,-117.32065811
-12942549.0777,3853468.9343,1215,Decommissioned,Calfire no longer occupies this camp,McCain Valley CC,MVU McCain Valley CC,,CC,SDU,SDU,San Diego,STATE,B,P,2550 Mccain Valley Rd,Boulevard,91905,619-766-4412,32.68425198,-116.26488478
-12989190.1314,3938374.9066,1216,Active,,Puerta La Cruz CC,MVU Puerta La Cruz CC,,CC,SDU,SDU,San Diego,STATE,B,P,32363 Highway 79,Warner Springs,92086,760-7823559,33.32388985,-116.68386837
-13037613.795,3952219.7033,1217,Active,,Rainbow Fire Center,MVU Rainbow Fire Center,,FCFFC,SDU,SDU,San Diego,STATE,B,P,8215 Rainbow Heights Road,Fallbrook,92028,760-728-7492,33.42774868,-117.11886546
-12973268.1216,3887315.3833,1218,Active,,La Cima FC,MVU La Cima CC,,CC,SDU,SDU,San Diego,STATE,B,P,15108 Sunrise Hwy,Julian,92036,760-765-0140,32.93978945,-116.54083858
-13014560.1129,3900642.845,1219,Active,,Ramona AAB,MVU Ramona AAB,,AAB,SDU,SDU,San Diego,STATE,B,P,2498 Montecito Rd,Ramona,92065,760-789-1370,33.04020865,-116.91177077
-13052149.7481,3942100.1556,1220,Active,,Fallbrook HB,MVU Fallbrook HB,,HB,SDU,SDU,San Diego,COUNTY,C,P,County Airport Fallbrook,Fallbrook,92028,760-723-6050,33.35184759,-117.24944413
-13021458.7079,3871226.5664,1221,Active,,Gillespie HB,MVU Gillespie HB,,HB,SDU,SDU,San Diego,COUNTY,A,P,1745 North Marshall Ave.,El Cajon,92020,619-258-1397,32.81841207,-116.97374191
-12992544.3733,3839039.0397,1222,Active,,Wentz DSA,MVU Wentz DSA,,DSA,SDU,SDU,San Diego,STATE,B,P,Barret Truck Trail,Tecate,,,32.57508454,-116.71400009
-13016152.2225,3861990.8952,1223,Active,,San Diego UH,MVU San Diego UH,,HQ,SDU,SDU,San Diego,STATE,B,P,2249 Jamacha Rd,El Cajon,92019,619-590-3100,32.7486612,-116.92607296
-13015982.7256,3862016.822,1224,Active,,San Diego ICC,MVU San Diego ICC,Monte Vista/ MICC,ICC,SDU,SDU,San Diego,STATE,B,P,2249 Jamacha Rd,El Cajon,92019,619-590-3196,32.74885708,-116.92455034
-13015458.0981,3939808.9866,1225,Active,,Boucher Hill COM/LO,MVU Boucher Hill COM/LO,,COM/LO,SDU,SDU,San Diego,STATE,B,P,Boucher Lookout Loop Rd,Palomar,,,33.33465359,-116.91983749
-12980595.7737,3888289.6309,1226,Active,,Cuyamaca Peak COM,MVU Cuyamaca Peak COM,,COM,SDU,SDU,San Diego,STATE,B,P,Cuyamca Peak Rd,Cuyamaca,,,32.94713404,-116.60666398
-12977897.3681,3937061.4608,1227,Active,,Hot Springs COM,MVU Hot Springs COM,,COM,SDU,SDU,San Diego,STATE,B,P,Hotsprings Lookout,Warner Springs,92086,,33.3140304,-116.58242377
-12998089.6896,3855799.8557,1228,Active,,Lyons Peak COM,MVU Lyons Peak COM,,COM,SDU,SDU,San Diego,STATE,B,P,Lyons Valley Rd,Jamul,91935,,32.70187379,-116.76381449
-13045640.8838,3948539.4739,1229,Active,,Red Mountain COM/LO,MVU Red Mountain COM/LO,,COM/LO,SDU,SDU,San Diego,STATE,B,P,Toyon Heights Road,Fallbrook,,,33.400153,-117.19097401
-12948463.1831,3848593.6532,1230,Active,,White Star COM,MVU White Star COM,,COM,SDU,SDU,San Diego,STATE,B,P,"1684 Tierra Del Sol Rd, Rt 1,",Boulevard,91905,,32.64738359,-116.31801208
-13021132.5487,3896456.9116,1231,Active,,Mount Woodson COM,MVU Mount Woodson COM,,COM,SDU,SDU,San Diego,STATE,B,P,Mount Woodson Rd,Ramona,,,33.00868097,-116.97081196
-13015501.1066,3862184.5771,1232,Active,,Monte Vista Hill COM,MVU Monte Vista Hill COM,,COM,SDU,SDU,San Diego,STATE,B,P,Bridge Hampton,El Cajon,92019,,32.75012451,-116.92022388
-13016086.0764,3861902.8484,1233,Active,,El Cajon SFT,No CAD name Entered,,SFM,CDF,SDU,San Diego,,,,2249 Jamacha Rd,El Cajon,92019,,32.74800075,-116.92549062
-13079205.49,3943540.2775,1234,Active,,San Onofre,,,COM,LAC,SDU,San Diego,,,,,,,,33.36265802,-117.49250196
-13066944.5356,3952295.7222,1235,Active,,Buffalo Bump,,,COM,LAC,SDU,San Diego,,,,,,,,33.42832346,-117.38235993
-13051745.2056,3946372.487,1236,Active,,Minnesota Hill,,,COM,LAC,SDU,San Diego,,,,,,,,33.38390489,-117.24582203
-13041522.881,3935962.3497,1237,Active,,Nostalgia Bonsall,,,COM,LAC,SDU,San Diego,,,,,,,,33.30578387,-117.15399332
-13006101.2274,3943629.7598,1238,Active,,Highpoint,,,COM,LAC,SDU,San Diego,,,,,,,,33.36332938,-116.83579519
-13006536.881,3936158.7167,1239,Active,,High Point Palomar,,,COM,LAC,SDU,San Diego,,,,,,,,33.30725812,-116.83970874
-12997748.8811,3920317.6104,1240,Active,,Mesa Grande,,,COM,LAC,SDU,San Diego,,,,,,,,33.18824901,-116.76076479
-13003634.4664,3916671.98,1241,Active,,Big Black Mtn,,,COM,LAC,SDU,San Diego,,,,,,,,33.16083763,-116.8136359
-13003083.7382,3930354.1702,1242,Active,,Fox Fire Center,FFC,,FCFFC,SDU,SDU,San Diego,COUNTY,B,P,24102 Highway 76,Santa Ysabel,92070,,33.26366925,-116.80868863
-13053976.5518,3955350.3,1243,Active,,Avocado Flats,,,COM,LAC,SDU,San Diego,,,,2683 Doville Ranch Rd,Fallbrook,92028,,33.45122097,-117.26586655
-13614361.8033,4941765.1533,1244,Active,,Redding FS,SHS Redding FS,Station #43,FSB,SHU,SHU,Shasta,STATE,B,P,6103 Airport Road,Redding,96002,530-224-2440,40.51977388,-122.29987936
-13607595.9359,4947857.936,1245,Active,,Palo Cedro FS,SHS Palo Cedro FS,Station #32,FSA,SHU,SHU,Shasta,COUNTY,A,P,9418 Deschutes Road,Palo Cedro,96073,530-547-2432,40.56136753,-122.23910054
-13650988.0288,4933164.0305,1246,Active,,Ono FS,SHU Ono FS,Station #57,FSB,SHU,SHU,Shasta,STATE,B,P,11518 Platina ,Igo,96047,530-396-2202,40.46101259,-122.6288983
-13564511.2956,4938623.1902,1247,Active,,Shingletown FS,SHU Shingletown FS,Station #22,FSAB,SHU,SHU,Shasta,STATE,C,P,32249 Hwy 44,Shingletown,96088,530-474-3115,40.49831449,-121.8520647
-13713616.2578,4945876.0787,1248,Active,,Hayfork FS,SHU Hayfork FS,Station #62,FSB,SHU,SHU,Trinity,STATE,B,P,6231 State Highway 3,Hayfork,96041,530-628-4755,40.54944961,-123.1969331
-13632597.6435,4952147.5015,1249,Active,,Shasta FS,SHU Shasta FS,Station #58,FSAB,SHU,SHU,Shasta,STATE,C,P,16064 Homestake Rd,Redding,96033,530-225-2501,40.59063567,-122.46369467
-13569245.9174,4958074.031,1250,Active,,Whitmore FS,SHU Whitmore FS,Station #35,FSB,SHU,SHU,Shasta,STATE,B,P,11787 Ponderosa Way,Whitmore,96096,530-472-3227,40.63105184,-121.89459651
-13673532.0196,4964731.3259,1251,Active,,Fawn Lodge FS,SHU Fawn Lodge FS,Station #61,FSB,SHU,SHU,Trinity,STATE,B,P,60 Fawn Lodge Road,Fawn Lodge,96052,530-778-3720,40.67642247,-122.83141436
-13572425.8964,4968098.0852,1252,Active,,Buckhorn FS,SHU Buckhorn FS,Station #34,FSAB,SHU,SHU,Shasta,STATE,C,P,30377 Oak Run-To-Fern Rd,Whitmore,96096,530-472-3228,40.69935566,-121.92316273
-13591663.0017,4968800.3052,1253,Active,,Diddy Wells FS,SHU Diddy Wells FS,Station #74 ,FSB,SHU,SHU,Shasta,STATE,B,P,25830 Hwy 299E,Bella Vista,96008,530-472-3222,40.70413797,-122.09597256
-13681577.9868,4975822.7741,1254,Active,,Weaverville FS,SHU Weaverville FS,Station #60,FSB,SHU,SHU,Trinity,STATE,B,P,33400 Hwy 3 ,Weaverville,96093,530-623-4201,40.75194397,-122.90369249
-13568144.8177,4992788.4434,1255,Active,,Hillcrest FS,SHU Hillcrest FS,Station #75,FSB,SHU,SHU,Shasta,STATE,B,P,31385 Hwy 299E,Montgomery Creek,96065,530-337-6281,40.86729708,-121.88470513
-13540021.1954,4999550.7291,1256,Active,,Burney FS,SHU Burney FS,Station #14,FSB,SHU,SHU,Shasta,STATE,B,P,37966 Hwy 299E,Burney,96013,530-335-2203,40.91321937,-121.63206636
-13570401.5002,5014481.8116,1257,Active,,Big Bend FS,SHU Big Bend FS,Station #19,FSB,SHU,SHU,Shasta,STATE,B,P,25017 Big Bend ,Big Bend,96011,530-337-6921,41.01450266,-121.90497723
-13542481.5113,5035228.9909,1258,Active,,Pondosa FS,SKU Pondosa FS,,FSB,SKU,SHU,Shasta,STATE,B,P,"29599 Highway 89, P.O. Box 885",McCloud,96057,530-338-1303,41.15498059,-121.65416772
-13591294.9439,4974898.1705,1259,Active,,Sugar Pine CC,SHU Sugar Pine CC,,CC,SHU,SHU,Shasta,STATE,B,P,15905 Sugar Pine Camp Road,Bella Vista,96008,530-472-3121,40.74565156,-122.09266624
-13670470.9106,4981373.8668,1260,Active,,Trinity River CC,SHU Trinity River CC,,CC,SHU,SHU,Trinity,STATE,B,P,"Forrt 34N76, 9Mi N Of Lewiston",Lewiston,96052,530-286-2880,40.78970909,-122.80391593
-13614156.8548,4941773.0648,1261,Active,,Redding AAB,SHU Redding AAB,,AAB,SHU,SHU,Shasta,STATE,B,P,6101 Airport Road,Redding,96002,530-226-2795,40.51982791,-122.29803828
-13623632.6855,4949705.6961,1262,Active,,Shasta-Trinity ICC,SHU Shasta-Trinity ICC,,ICC,SHU,SHU,Shasta,STATE,B,P,875 Cypress Ave.,Redding,96001,530-225-2411,40.57397656,-122.38316109
-13609818.238,4971939.692,1263,Active,,Bear Mountain LO,SHU Bear Mountain LO,,LO,SHU,SHU,Shasta,STATE,B,P,16 Mi Ne Redding,Jones Valley,96003,,40.72551382,-122.2590638
-13548559.707,4954613.1417,1264,Active,,LaTour Butte LO,SHU Latour Butte LO,,LO,SHU,SHU,Shasta,STATE,B,P,12 Mi Ne Shingletown,Shingletown,96096,,40.60745311,-121.70876915
-13614393.3074,4941593.1908,1265,Active,,North Operations ICC,SHU North Operations ICC,,ICC,SHU,SHU,Shasta,STATE,B,P,6101 Airport Road,Redding,96002,530-224-2445,40.51859957,-122.30016237
-13623637.22,4949821.8433,1266,Active,,Shasta-Trinity UH,SHU Shasta-Trinity UH,,HQ,SHU,SHU,Shasta,STATE,B,P,875 Cypress Ave.,Redding,96001,530-225-2418,40.57476906,-122.38320183
-13614415.3807,4941599.5377,1267,Active,,Northern Operations OC,SHU Northern Operations OC,,OC,SHU,SHU,Shasta,STATE,B,P,6101 Airport Road,Redding,96002,,40.51864291,-122.30036066
-13666380.9933,4946957.1156,1268,Active,,Bullychoop Mountain COM/LO,SHU Bullychoop Mountain COM/LO,,COM/LO,SHU,SHU,Trinity,STATE,B,P,10 Mi S Of Lewiston,Lewiston,96052,,40.55521956,-122.76717562
-13555526.314,4993902.3338,1269,Active,,Bunchgrass COM,SHU Bunchgrass COM,,COM,SHU,SHU,Shasta,STATE,B,P,5 Mi W Of Burney,Burney,96013,,40.87486363,-121.7713512
-13532315.7086,5023311.8238,1270,Active,,Soldier Mountain COM/LO,SHU Soldier Mountain COM/LO,,COM/LO,SHU,SHU,Shasta,STATE,B,P,3 Mi Nw Of Glenburn,Glenburn,96028,,41.07432684,-121.56284679
-13639087.1744,4961443.6927,1271,Active,,South Fork Mountain COM/LO,SHU South Fork Mountain COM/LO,,COM/LO,SHU,SHU,Shasta,STATE,B,P,5 Mi Nw Of Redding,Redding,96001,,40.65402054,-122.5219911
-13616088.836,4957557.1815,1272,Active,,Shasta College FS,SHC Shasta College FS,stn 73,FSAB,SHU,SHU,Shasta,FIRE DISTRICT,C,P,11555 Old Oregon Trail,Redding,96049,530-225-4628,40.62752817,-122.31539354
-13632670.1092,4945574.4944,1273,Active,,Centerville FS,No CAD name Entered,Station 52,FSL,SHU,SHU,Shasta,COUNTY,L,V,8930 Placer Road,Redding,96001,530-246-1168,40.54578218,-122.46434564
-13607557.6312,4970321.1392,1274,Active,,Jones Valley FS,No CAD name Entered,Station 72,FSL,SHU,SHU,Shasta,COUNTY,L,V,14680 Ravine,"Redding, CA",96003,530-275-3132,40.71449408,-122.23875642
-13623878.6303,4996117.1816,1275,Active,,Lakehead FS,No CAD name Entered,Station 54,FSL,SHU,SHU,Shasta,COUNTY,L,V,20808 Mammoth Drive,Lakehead,96051,530-238-2129,40.88990638,-122.38537041
-13624362.9306,4922628.9505,1276,Active,,West Valley FS,No CAD name Entered,Station 55,FSL,SHU,SHU,Shasta,COUNTY,L,V,17952 Gas Point Road,Cottonwood,96022,530-347-7352,40.38896871,-122.38972102
-13570505.0763,5014602.7695,1277,Active,,Big Bend FS,No CAD name Entered,Station 70,FSL,SHU,SHU,Shasta,COUNTY,L,V,25035 Big Bend Rd,Big Bend,96011,530-337-6555,41.01532253,-121.90590767
-13641387.2038,4939662.6249,1278,Active,,Igo FS,No CAD name Entered,Station 50,FSL,SHU,SHU,Shasta,COUNTY,L,V,13958 South Fork Road,Igo,96047,530-396-2400,40.50541456,-122.54265263
-13531501.7141,5000511.6554,1279,Active,,Cassel FS,No CAD name Entered,Station 10,FSL,SHU,SHU,Shasta,COUNTY,L,V,21635 Cassel Road,Cassel,96016,530-335-9382,40.91974238,-121.55553457
-13526796.6567,4987625.4474,1280,Active,,Hat Creek FS,No CAD name Entered,Station 11,FSL,SHU,SHU,Shasta,COUNTY,L,V,18657 Highway 89,Hat Creek,96040,530-335-3356,40.83221397,-121.51326834
-13526953.6093,5026216.6155,1281,Active,,Soldier Mountian FS,No CAD name Entered,Station 13,FSL,SHU,SHU,Shasta,COUNTY,L,V,27990 Spring Creek Road,Fall River Mills,96028,530-336-6613,41.0939952,-121.51467823
-13571622.2152,4957856.6171,1282,Active,,Whitmore FS,No CAD name Entered,Co 31,FSL,SHU,SHU,Shasta,COUNTY,L,V,20480 Whitmore Road,Whitmore,96096,530-472-3397,40.62956961,-121.91594315
-13607469.251,4959304.0554,1283,Active,,Bella Vista FS,No CAD name Entered,Station 33,FSL,SHU,SHU,Shasta,COUNTY,L,V,22033 State Highway 299 East,Bella Vista,96008,530-549-5112,40.63943701,-122.2379625
-13651734.4654,4969071.499,1284,Active,,French Gulch FS,No CAD name Entered,Station 59,FSL,SHU,SHU,Shasta,COUNTY,L,V,14363 Cline Gulch Road,French Gulch,96033,530-359-2003,40.70598482,-122.63560362
-13574340.5845,4984113.0046,1285,Active,,Montgomery Creek FS,No CAD name Entered,Station 71,FSL,SHU,SHU,Shasta,COUNTY,L,V,29876 Highway 299 East,Montgomery Creek,96065,530-337-6779,40.80833598,-121.94036265
-13565559.5416,4938365.435,1286,Active,,Shingletown FS,No CAD name Entered,,FSL,SHU,SHU,Shasta,COUNTY,L,V,31990 Highway 44,Shingletown,96088,530-474-3914,40.49655373,-121.86148126
-13546573.3375,4960116.7724,1287,Active,,LaTour State Forest HQ,No CAD name Entered,,VC,SHU,SHU,Shasta,STATE,B,P,Bateman Rd.,Whitmore,,530-225-2505,40.64497672,-121.69092529
-13517314.6984,4964757.5045,1288,Active,,Old Station FS,No CAD name Entered,St. 12,FSL,SHU,SHU,Shasta,COUNTY,L,V,13385 Highway 44,Old Station,96071,530-335-7111,40.6766007,-121.4280905
-13584480.8228,4965999.7761,1289,Active,,Oak Run FS,SCFD Co 30,Station 30,FSL,SHU,SHU,Shasta,COUNTY,L,V,27480 Oak Run To Fern Road,Oak Run,96069,530-472-3939,40.6850636,-122.03145396
-13620458.0397,4950434.7014,1290,Active,,Redding FLS,SFM,SFM,SFM,CDF,SHU,Shasta,STATE,B,P,"1900 Churn Creek Rd, Suite 216",Redding,96002,,40.57895576,-122.35465634
-13626857.6704,4949872.7784,1291,Active,,Army National Guard Armory,No CAD name Entered,,CNA,SHU,SHU,Shasta,STATE,,P,3025 South St.,Redding,96001,530-225-2070,40.575059,-122.411934
-13624141.7672,4957432.8781,1292,Active,,Shield Training Center,No CAD name Entered,,TC,SHU,SHU,Shasta,CITY,L,P,4300 Caterpillar Rd.,Redding,96003,530-242-2221,40.62668586,-122.38774782
-13622959.5312,4958006.3051,1293,Active,,California Conservation Corps,No CAD name Entered,CCC,FCCCC,SHU,SHU,Shasta,STATE,L,P,4900 Mountain Lakes Blvd.,Redding,96003,530-241-3030,40.63059533,-122.37712762
-13616299.4855,4934379.9652,1294,Active,,South County Station 47,Station 47,,FSA,SHU,SHU,Shasta,COUNTY,A,P,19850 Riverside Ave,Anderson Ca,96007,530-365-2447,40.4693279,-122.31729941
-13596097.853,5046800.1269,1295,Active,,McCloud FS,SKU McCloud FS,,FSB,SKU,SKU,Siskiyou,STATE,B,P,1509 Squaw Valley Rd,McCloud,96057,530-964-2150,41.23319765,-122.13581142
-13624467.454,5075271.7969,1296,Active,,Weed FS,SKU Weed FS,,FSB,SKU,SKU,Siskiyou,STATE,B,P,"300 Hwy 97, P.O. Box 704",Weed,96094,530-938-2322,41.42525862,-122.39065982
-13674507.1275,5102810.079,1297,Active,,Fort Jones FS,SKU Fort Jones FS,,FSB,SKU,SKU,Siskiyou,STATE,B,P,"12137 Main Street, P.O. Box 9",Fort Jones,96032,530-468-2696,41.6104844,-122.84017376
-13652319.5023,5116423.2131,1298,Active,,Yreka FS,SKU Yreka FS,,FSB,SKU,SKU,Siskiyou,STATE,B,P,"1809 Fairlane Rd, P.O. Box 128",Yreka,96097,530-842-4359,41.70185209,-122.64085894
-13581967.8274,5134496.7708,1299,Active,,Macdoel FS,SKU Macdoel FS,,FSB,SKU,SKU,Siskiyou,STATE,B,P,101 Meiss Lake Road,Macdoel,96058,530-398-4331,41.82295658,-122.00887917
-13644260.7622,5146550.3138,1300,Active,,Hornbrook FS,SKU Hornbrook FS,,FSB,SKU,SKU,Siskiyou,STATE,B,P,"14638 Bradley Henley Rd, P.O.",Hornbrook,96044,530-475-3582,41.90359611,-122.56846603
-13672781.019,5112817.1733,1301,Active,,Deadwood CC,SKU Deadwood CC,,CC,SKU,SKU,Siskiyou,STATE,B,P,17140 Mcadams Creek Road,Fort Jones,96032,530-468-2235,41.67766195,-122.82466785
-13661436.3699,5090377.6318,1302,Active,,Duzel Rock LO,SKU Duzel Rock LO,,LO,SKU,SKU,Siskiyou,STATE,B,P,18 Mi Sw Yreka,,,530-598-2699,41.52692792,-122.72275717
-13641831.1685,5133278.6274,1303,Active,,Paradise Craggy LO,SKU Paradise Craggy LO,,LO,SKU,SKU,Siskiyou,STATE,B,P,10 Mi N Of Yreka,Montague,96097,530-598-2690,41.81480146,-122.54664063
-13684906.6077,5101156.7748,1304,Active,,Quartz Hill LO,SKU Quartz Hill LO,,LO,SKU,SKU,Siskiyou,STATE,B,P,4 Mi W Ft Jones,,,530-598-2634,41.59937905,-122.93359386
